N1,N2,OPERADOR
3179648000,3179663999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3179664000,3179669999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3179670000,3179673999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3179674000,3179676999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3179677000,3179681999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3179682000,3179686999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3179687000,3179692999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3179693000,3179744999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3179745000,3179748999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3179749000,3179759999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3179760000,3179764999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3179765000,3179899999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3179900000,3179994999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3179995000,3179997999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3179998000,3179998999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3179999000,3179999499,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3179999500,3179999599,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3179999600,3179999899,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3179999900,3179999999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3180000000,3180042999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3180043000,3180089899,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3180089900,3180089999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3180090000,3180109999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3180110000,3180149999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3180150000,3180159999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3180160000,3180164999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3180165000,3180166999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3180167000,3180179999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3180180000,3180189999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3180190000,3180190999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3180191000,3180193999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3180194000,3180195999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3180196000,3180196999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3180197000,3180209999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3180210000,3180299999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3180300000,3180309999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3180310000,3180319999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3180320000,3180339999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3180340000,3180343999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3180344000,3180344999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3180345000,3180359999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3180360000,3180379999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3180380000,3180399999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3180400000,3180409999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3180410000,3180431899,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3180431900,3180441999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3180442000,3180499999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3180500000,3180508999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3180509000,3180509999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3180510000,3180549999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3180550000,3180569999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3180570000,3180909999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3180910000,3180929999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3180930000,3180989999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3180990000,3180999999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3181000000,3181099999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3181100000,3181110999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3181111000,3181219999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3181220000,3181999999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182000000,3182000999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182001000,3182001199,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182001200,3182001999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182002000,3182002799,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182002800,3182002999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182003000,3182003999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182004000,3182007099,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182007100,3182007999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182008000,3182008999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182009000,3182009999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182010000,3182010199,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182010200,3182011999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182012000,3182012999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182013000,3182013999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182014000,3182016799,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182016800,3182019999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182020000,3182020999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182021000,3182022999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182023000,3182024999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182025000,3182029999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182030000,3182031999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182032000,3182034999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182035000,3182035299,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182035300,3182035999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182036000,3182036999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182037000,3182037999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182038000,3182039999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182040000,3182041999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182042000,3182045599,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182045600,3182048999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182049000,3182049399,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182049400,3182049999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182050000,3182050499,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182050500,3182055499,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182055500,3182055999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182056000,3182057499,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182057500,3182058999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182059000,3182062999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182063000,3182065999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182066000,3182066999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182067000,3182067999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182068000,3182068999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182069000,3182073999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182074000,3182074999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182075000,3182076999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182077000,3182077999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182078000,3182078999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182079000,3182079999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182080000,3182084999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182085000,3182089999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182090000,3182090899,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182090900,3182091999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182092000,3182092999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182093000,3182093799,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182093800,3182094999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182095000,3182095999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182096000,3182099999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182100000,3182129999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182130000,3182149999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182150000,3182163999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182164000,3182166999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182167000,3182168999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182169000,3182169999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182170000,3182170999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182171000,3182174299,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182174300,3182179999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182180000,3182181999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182182000,3182185999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182186000,3182189999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182190000,3182195999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182196000,3182196999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182197000,3182198999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182199000,3182199999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182200000,3182201199,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182201200,3182201999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182202000,3182204099,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182204100,3182207999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182208000,3182209999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182210000,3182211999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182212000,3182212999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182213000,3182214999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182215000,3182218999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182219000,3182219999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182220000,3182221999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182222000,3182222999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182223000,3182223999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182224000,3182224999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182225000,3182226999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182227000,3182227999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182228000,3182229999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182230000,3182231999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182232000,3182233999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182234000,3182238999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182239000,3182239999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182240000,3182243999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182244000,3182245999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182246000,3182248999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182249000,3182249999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182250000,3182250999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182251000,3182251999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182252000,3182254999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182255000,3182255999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182256000,3182257999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182258000,3182259999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182260000,3182263999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182264000,3182268999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182269000,3182273999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182274000,3182275999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182276000,3182276999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182277000,3182279999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182280000,3182283999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182284000,3182284499,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182284500,3182287999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182288000,3182289999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182290000,3182291999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182292000,3182293999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182294000,3182295999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182296000,3182299999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182300000,3182321999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182322000,3182329999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182330000,3182331999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182332000,3182338999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182339000,3182339999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182340000,3182341999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182342000,3182347999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182348000,3182349999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182350000,3182355499,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182355500,3182358999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182359000,3182359999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182360000,3182360999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182361000,3182379999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182380000,3182380999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182381000,3182387999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182388000,3182389999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182390000,3182390999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182391000,3182392599,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182392600,3182392999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182393000,3182394999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182395000,3182395399,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182395400,3182399499,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182399500,3182399999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182400000,3182409999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182410000,3182420999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182421000,3182421999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182422000,3182430999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182431000,3182439999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182440000,3182449999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182450000,3182452999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182453000,3182456999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182457000,3182457999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182458000,3182460999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182461000,3182461999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182462000,3182462999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182463000,3182465999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182466000,3182467999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182468000,3182468999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182469000,3182470999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182471000,3182472999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182473000,3182473999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182474000,3182474999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182475000,3182479999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182480000,3182482999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182483000,3182483999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182484000,3182485999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182486000,3182487999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182488000,3182488999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182489000,3182489999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182490000,3182490999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182491000,3182497399,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182497400,3182499999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182500000,3182505999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182506000,3182509999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182510000,3182519999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182520000,3182523999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182524000,3182527799,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182527800,3182527999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182528000,3182528999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182529000,3182529999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182530000,3182530999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182531000,3182532999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182533000,3182533999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182534000,3182535999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182536000,3182538499,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182538500,3182539499,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182539500,3182539999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182540000,3182540999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182541000,3182541999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182542000,3182542999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182543000,3182546999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182547000,3182548499,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182548500,3182548999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182549000,3182549999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182550000,3182550999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182551000,3182552499,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182552500,3182552999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182553000,3182553999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182554000,3182556999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182557000,3182557999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182558000,3182558999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182559000,3182559999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182560000,3182569999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182570000,3182579999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182580000,3182581999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182582000,3182583999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182584000,3182585999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182586000,3182587099,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182587100,3182588999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182589000,3182594999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182595000,3182596199,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182596200,3182596999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182597000,3182598999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182599000,3182599999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182600000,3182609999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182610000,3182610999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182611000,3182612999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182613000,3182613999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182614000,3182614999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182615000,3182616999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182617000,3182619999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182620000,3182621999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182622000,3182622999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182623000,3182623999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182624000,3182625999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182626000,3182626999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182627000,3182627999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182628000,3182628199,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182628200,3182629999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182630000,3182635999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182636000,3182637999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182638000,3182649999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182650000,3182654999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182655000,3182657999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182658000,3182659999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182660000,3182660999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182661000,3182666999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182667000,3182669999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182670000,3182677999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182678000,3182679999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182680000,3182680999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182681000,3182681999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182682000,3182682999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182683000,3182684999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182685000,3182686999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182687000,3182687999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182688000,3182688999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182689000,3182689999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182690000,3182690999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182691000,3182693999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182694000,3182696999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182697000,3182699999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182700000,3182711999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182712000,3182719999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182720000,3182729499,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182729500,3182739999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182740000,3182751999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182752000,3182754999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182755000,3182755999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182756000,3182756999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182757000,3182759999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182760000,3182761099,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182761100,3182765999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182766000,3182766999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182767000,3182769999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182770000,3182770999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182771000,3182771999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182772000,3182784999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182785000,3182793599,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182793600,3182793999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182794000,3182799999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182800000,3182802999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182803000,3182803999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182804000,3182809999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182810000,3182810999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182811000,3182819999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182820000,3182820999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182821000,3182821199,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182821200,3182821999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182822000,3182823999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182824000,3182829999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182830000,3182833999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182834000,3182834999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182835000,3182835999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182836000,3182837999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182838000,3182839999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182840000,3182841999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182842000,3182843999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182844000,3182845899,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182845900,3182848099,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182848100,3182848999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
3182849000,3182849999,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.
